Question Number,Question Title,Voted On Question?,Vote Index,Vote Title,Voter Name,Voter Email,Vote Time
3,What year was this poster created?,Yes,L,1990,Anonymous,Email Not Captured,"Sep 18, 2018 2:11 PM"
3,What year was this poster created?,Yes,H,1962,Anonymous,Email Not Captured,"Sep 18, 2018 2:11 PM"
3,What year was this poster created?,Yes,M,1980,Anonymous,Email Not Captured,"Sep 19, 2018 9:11 PM"
3,What year was this poster created?,Yes,N,1982,Rooster,Email Not Captured,"Sep 19, 2018 9:42 PM"
3,What year was this poster created?,Yes,N,1982,Anonymous,Email Not Captured,"Sep 19, 2018 9:42 PM"
3,What year was this poster created?,Yes,O,1956,Ella,Email Not Captured,"Sep 24, 2018 10:23 PM"
3,What year was this poster created?,No,-,-,MegsIsAwesome,Email Not Captured,-
3,What year was this poster created?,No,-,-,Anonymous,Email Not Captured,-
4,How many National Parks are there in the United States?,Yes,A,225,Anonymous,Email Not Captured,"Sep 7, 2018 4:04 PM"
4,How many National Parks are there in the United States?,Yes,B,3,Anonymous,Email Not Captured,"Sep 7, 2018 8:11 PM"
4,How many National Parks are there in the United States?,Yes,B,3,Anonymous,Email Not Captured,"Sep 7, 2018 8:11 PM"
4,How many National Parks are there in the United States?,Yes,C,5,Anonymous,Email Not Captured,"Sep 7, 2018 8:11 PM"
4,How many National Parks are there in the United States?,Yes,D,800,Anonymous,Email Not Captured,"Sep 18, 2018 2:11 PM"
4,How many National Parks are there in the United States?,Yes,E,350,Anonymous,Email Not Captured,"Sep 18, 2018 2:11 PM"
4,How many National Parks are there in the United States?,Yes,F,653,Anonymous,Email Not Captured,"Sep 18, 2018 2:12 PM"
4,How many National Parks are there in the United States?,Yes,G,1200,Anonymous,Email Not Captured,"Sep 18, 2018 2:12 PM"
4,How many National Parks are there in the United States?,Yes,H,3000,Anonymous,Email Not Captured,"Sep 18, 2018 2:12 PM"
4,How many National Parks are there in the United States?,Yes,I,180,Anonymous,Email Not Captured,"Sep 18, 2018 2:12 PM"
4,How many National Parks are there in the United States?,Yes,J,99,Anonymous,Email Not Captured,"Sep 18, 2018 2:12 PM"
4,How many National Parks are there in the United States?,Yes,K,673,Anonymous,Email Not Captured,"Sep 18, 2018 2:12 PM"
4,How many National Parks are there in the United States?,Yes,L,118,Anonymous,Email Not Captured,"Sep 18, 2018 2:12 PM"
4,How many National Parks are there in the United States?,Yes,M,525,Anonymous,Email Not Captured,"Sep 18, 2018 2:12 PM"
4,How many National Parks are there in the United States?,Yes,N,400,Anonymous,Email Not Captured,"Sep 18, 2018 2:12 PM"
4,How many National Parks are there in the United States?,Yes,O,69,Ella,Email Not Captured,"Sep 24, 2018 10:23 PM"
4,How many National Parks are there in the United States?,No,-,-,MegsIsAwesome,Email Not Captured,-
4,How many National Parks are there in the United States?,No,-,-,Rooster,Email Not Captured,-
4,How many National Parks are there in the United States?,No,-,-,Anonymous,Email Not Captured,-
4,How many National Parks are there in the United States?,No,-,-,Anonymous,Email Not Captured,-
4,How many National Parks are there in the United States?,No,-,-,Anonymous,Email Not Captured,-
5,How many stories tall is the St. Louis Arch?,Yes,A,35000,Anonymous,Email Not Captured,"Sep 7, 2018 4:05 PM"
5,How many stories tall is the St. Louis Arch?,Yes,B,2,Anonymous,Email Not Captured,"Sep 7, 2018 8:11 PM"
5,How many stories tall is the St. Louis Arch?,Yes,C,5000,Anonymous,Email Not Captured,"Sep 7, 2018 8:11 PM"
5,How many stories tall is the St. Louis Arch?,Yes,D,600000,Anonymous,Email Not Captured,"Sep 7, 2018 8:11 PM"
5,How many stories tall is the St. Louis Arch?,Yes,E,12000,Anonymous,Email Not Captured,"Sep 18, 2018 2:12 PM"
5,How many stories tall is the St. Louis Arch?,Yes,F,150,Anonymous,Email Not Captured,"Sep 18, 2018 2:12 PM"
5,How many stories tall is the St. Louis Arch?,Yes,G,600,Anonymous,Email Not Captured,"Sep 18, 2018 2:12 PM"
5,How many stories tall is the St. Louis Arch?,Yes,H,50000,Anonymous,Email Not Captured,"Sep 18, 2018 2:12 PM"
5,How many stories tall is the St. Louis Arch?,Yes,I,100000,Anonymous,Email Not Captured,"Sep 18, 2018 2:12 PM"
5,How many stories tall is the St. Louis Arch?,Yes,J,250000,Anonymous,Email Not Captured,"Sep 18, 2018 2:12 PM"
5,How many stories tall is the St. Louis Arch?,Yes,K,110,Anonymous,Email Not Captured,"Sep 18, 2018 2:12 PM"
5,How many stories tall is the St. Louis Arch?,Yes,L,400,Anonymous,Email Not Captured,"Sep 18, 2018 2:12 PM"
5,How many stories tall is the St. Louis Arch?,Yes,M,250,Anonymous,Email Not Captured,"Sep 18, 2018 2:12 PM"
5,How many stories tall is the St. Louis Arch?,Yes,N,300,Anonymous,Email Not Captured,"Sep 18, 2018 2:12 PM"
5,How many stories tall is the St. Louis Arch?,Yes,O,20,Anonymous,Email Not Captured,"Sep 18, 2018 2:12 PM"
5,How many stories tall is the St. Louis Arch?,Yes,P,1200000,Anonymous,Email Not Captured,"Sep 19, 2018 9:43 PM"
5,How many stories tall is the St. Louis Arch?,Yes,Q,69,Ella,Email Not Captured,"Sep 24, 2018 10:24 PM"
5,How many stories tall is the St. Louis Arch?,No,-,-,MegsIsAwesome,Email Not Captured,-
5,How many stories tall is the St. Louis Arch?,No,-,-,Rooster,Email Not Captured,-
5,How many stories tall is the St. Louis Arch?,No,-,-,Anonymous,Email Not Captured,-
5,How many stories tall is the St. Louis Arch?,No,-,-,Anonymous,Email Not Captured,-
6,How many rooms are in this hotel?,Yes,A,200,Anonymous,Email Not Captured,"Sep 7, 2018 4:05 PM"
6,How many rooms are in this hotel?,Yes,B,4,Anonymous,Email Not Captured,"Sep 7, 2018 8:12 PM"
6,How many rooms are in this hotel?,Yes,B,4,Anonymous,Email Not Captured,"Sep 7, 2018 8:12 PM"
6,How many rooms are in this hotel?,Yes,A,200,Anonymous,Email Not Captured,"Sep 7, 2018 8:12 PM"
6,How many rooms are in this hotel?,Yes,C,12,Anonymous,Email Not Captured,"Sep 18, 2018 2:12 PM"
6,How many rooms are in this hotel?,Yes,D,10,Anonymous,Email Not Captured,"Sep 18, 2018 2:12 PM"
6,How many rooms are in this hotel?,Yes,C,12,Anonymous,Email Not Captured,"Sep 18, 2018 2:12 PM"
6,How many rooms are in this hotel?,Yes,E,9,Anonymous,Email Not Captured,"Sep 18, 2018 2:12 PM"
6,How many rooms are in this hotel?,Yes,C,12,Anonymous,Email Not Captured,"Sep 18, 2018 2:12 PM"
6,How many rooms are in this hotel?,Yes,E,9,Anonymous,Email Not Captured,"Sep 18, 2018 2:12 PM"
6,How many rooms are in this hotel?,Yes,C,12,Anonymous,Email Not Captured,"Sep 18, 2018 2:12 PM"
6,How many rooms are in this hotel?,Yes,C,12,Anonymous,Email Not Captured,"Sep 18, 2018 2:12 PM"
6,How many rooms are in this hotel?,Yes,F,11,Anonymous,Email Not Captured,"Sep 18, 2018 2:12 PM"
6,How many rooms are in this hotel?,Yes,D,10,Anonymous,Email Not Captured,"Sep 18, 2018 2:12 PM"
6,How many rooms are in this hotel?,Yes,G,15,Anonymous,Email Not Captured,"Sep 18, 2018 2:12 PM"
6,How many rooms are in this hotel?,Yes,H,8,Rooster,Email Not Captured,"Sep 19, 2018 9:43 PM"
6,How many rooms are in this hotel?,Yes,I,416,Anonymous,Email Not Captured,"Sep 19, 2018 9:43 PM"
6,How many rooms are in this hotel?,Yes,J,2888,Ella,Email Not Captured,"Sep 24, 2018 10:24 PM"
6,How many rooms are in this hotel?,No,-,-,MegsIsAwesome,Email Not Captured,-
6,How many rooms are in this hotel?,No,-,-,Anonymous,Email Not Captured,-
6,How many rooms are in this hotel?,No,-,-,Anonymous,Email Not Captured,-
7,How many Grammys has Taylor Swift won?,Yes,A,25785,Anonymous,Email Not Captured,"Sep 7, 2018 4:05 PM"
7,How many Grammys has Taylor Swift won?,Yes,B,60000,Anonymous,Email Not Captured,"Sep 7, 2018 8:12 PM"
7,How many Grammys has Taylor Swift won?,Yes,C,4,Anonymous,Email Not Captured,"Sep 7, 2018 8:12 PM"
7,How many Grammys has Taylor Swift won?,Yes,D,250000,Anonymous,Email Not Captured,"Sep 7, 2018 8:12 PM"
7,How many Grammys has Taylor Swift won?,Yes,E,120000,Anonymous,Email Not Captured,"Sep 18, 2018 2:13 PM"
7,How many Grammys has Taylor Swift won?,Yes,F,95000,Anonymous,Email Not Captured,"Sep 18, 2018 2:13 PM"
7,How many Grammys has Taylor Swift won?,Yes,G,70000,Anonymous,Email Not Captured,"Sep 18, 2018 2:13 PM"
7,How many Grammys has Taylor Swift won?,Yes,H,50000,Anonymous,Email Not Captured,"Sep 18, 2018 2:13 PM"
7,How many Grammys has Taylor Swift won?,Yes,I,72900,Anonymous,Email Not Captured,"Sep 18, 2018 2:13 PM"
7,How many Grammys has Taylor Swift won?,Yes,J,350000,Anonymous,Email Not Captured,"Sep 18, 2018 2:13 PM"
7,How many Grammys has Taylor Swift won?,Yes,K,20000,Anonymous,Email Not Captured,"Sep 18, 2018 2:13 PM"
7,How many Grammys has Taylor Swift won?,Yes,L,400000,Anonymous,Email Not Captured,"Sep 18, 2018 2:13 PM"
7,How many Grammys has Taylor Swift won?,Yes,M,25000,Anonymous,Email Not Captured,"Sep 18, 2018 2:13 PM"
7,How many Grammys has Taylor Swift won?,Yes,D,250000,Anonymous,Email Not Captured,"Sep 18, 2018 2:13 PM"
7,How many Grammys has Taylor Swift won?,Yes,N,200000,Anonymous,Email Not Captured,"Sep 18, 2018 2:13 PM"
7,How many Grammys has Taylor Swift won?,Yes,O,500000,Rooster,Email Not Captured,"Sep 19, 2018 9:44 PM"
7,How many Grammys has Taylor Swift won?,Yes,P,77500,Anonymous,Email Not Captured,"Sep 19, 2018 9:44 PM"
7,How many Grammys has Taylor Swift won?,Yes,Q,10,Ella,Email Not Captured,"Sep 24, 2018 10:25 PM"
7,How many Grammys has Taylor Swift won?,No,-,-,MegsIsAwesome,Email Not Captured,-
7,How many Grammys has Taylor Swift won?,No,-,-,Anonymous,Email Not Captured,-
7,How many Grammys has Taylor Swift won?,No,-,-,Anonymous,Email Not Captured,-
8,How many MAIN islands make up Hawaii?,Yes,A,169,Anonymous,Email Not Captured,"Sep 7, 2018 4:05 PM"
8,How many MAIN islands make up Hawaii?,Yes,B,5,Anonymous,Email Not Captured,"Sep 7, 2018 8:12 PM"
8,How many MAIN islands make up Hawaii?,Yes,C,9,Anonymous,Email Not Captured,"Sep 7, 2018 8:12 PM"
8,How many MAIN islands make up Hawaii?,Yes,D,400,Anonymous,Email Not Captured,"Sep 7, 2018 8:12 PM"
8,How many MAIN islands make up Hawaii?,Yes,E,250,Anonymous,Email Not Captured,"Sep 18, 2018 2:13 PM"
8,How many MAIN islands make up Hawaii?,Yes,F,20,Anonymous,Email Not Captured,"Sep 18, 2018 2:13 PM"
8,How many MAIN islands make up Hawaii?,Yes,G,25,Anonymous,Email Not Captured,"Sep 18, 2018 2:13 PM"
8,How many MAIN islands make up Hawaii?,Yes,H,100,Anonymous,Email Not Captured,"Sep 18, 2018 2:13 PM"
8,How many MAIN islands make up Hawaii?,Yes,G,25,Anonymous,Email Not Captured,"Sep 18, 2018 2:13 PM"
8,How many MAIN islands make up Hawaii?,Yes,I,50,Anonymous,Email Not Captured,"Sep 18, 2018 2:13 PM"
8,How many MAIN islands make up Hawaii?,Yes,J,500,Anonymous,Email Not Captured,"Sep 18, 2018 2:13 PM"
8,How many MAIN islands make up Hawaii?,Yes,K,40,Anonymous,Email Not Captured,"Sep 18, 2018 2:13 PM"
8,How many MAIN islands make up Hawaii?,Yes,H,100,Anonymous,Email Not Captured,"Sep 18, 2018 2:13 PM"
8,How many MAIN islands make up Hawaii?,Yes,L,96,Anonymous,Email Not Captured,"Sep 18, 2018 2:13 PM"
8,How many MAIN islands make up Hawaii?,Yes,K,40,Anonymous,Email Not Captured,"Sep 18, 2018 2:13 PM"
8,How many MAIN islands make up Hawaii?,Yes,H,100,Anonymous,Email Not Captured,"Sep 18, 2018 2:13 PM"
8,How many MAIN islands make up Hawaii?,Yes,H,100,Rooster,Email Not Captured,"Sep 19, 2018 9:45 PM"
8,How many MAIN islands make up Hawaii?,Yes,M,64,Anonymous,Email Not Captured,"Sep 19, 2018 9:45 PM"
8,How many MAIN islands make up Hawaii?,Yes,N,8,Ella,Email Not Captured,"Sep 24, 2018 10:25 PM"
8,How many MAIN islands make up Hawaii?,No,-,-,MegsIsAwesome,Email Not Captured,-
8,How many MAIN islands make up Hawaii?,No,-,-,Anonymous,Email Not Captured,-
9,How many seats are in the Ryman Auditorium?,Yes,A,4,Anonymous,Email Not Captured,"Sep 7, 2018 4:05 PM"
9,How many seats are in the Ryman Auditorium?,Yes,B,30,Anonymous,Email Not Captured,"Sep 7, 2018 8:13 PM"
9,How many seats are in the Ryman Auditorium?,Yes,C,6,Anonymous,Email Not Captured,"Sep 7, 2018 8:13 PM"
9,How many seats are in the Ryman Auditorium?,Yes,D,20,Anonymous,Email Not Captured,"Sep 7, 2018 8:13 PM"
9,How many seats are in the Ryman Auditorium?,Yes,D,20,Anonymous,Email Not Captured,"Sep 18, 2018 2:14 PM"
9,How many seats are in the Ryman Auditorium?,Yes,E,36,Anonymous,Email Not Captured,"Sep 18, 2018 2:14 PM"
9,How many seats are in the Ryman Auditorium?,Yes,F,15,Anonymous,Email Not Captured,"Sep 18, 2018 2:14 PM"
9,How many seats are in the Ryman Auditorium?,Yes,F,15,Anonymous,Email Not Captured,"Sep 18, 2018 2:14 PM"
9,How many seats are in the Ryman Auditorium?,Yes,G,9,Anonymous,Email Not Captured,"Sep 18, 2018 2:14 PM"
9,How many seats are in the Ryman Auditorium?,Yes,H,10,Anonymous,Email Not Captured,"Sep 18, 2018 2:14 PM"
9,How many seats are in the Ryman Auditorium?,Yes,I,13,Anonymous,Email Not Captured,"Sep 18, 2018 2:14 PM"
9,How many seats are in the Ryman Auditorium?,Yes,J,23,Anonymous,Email Not Captured,"Sep 18, 2018 2:14 PM"
9,How many seats are in the Ryman Auditorium?,Yes,D,20,Anonymous,Email Not Captured,"Sep 18, 2018 2:14 PM"
9,How many seats are in the Ryman Auditorium?,Yes,K,14,Anonymous,Email Not Captured,"Sep 18, 2018 2:14 PM"
9,How many seats are in the Ryman Auditorium?,Yes,L,21,Anonymous,Email Not Captured,"Sep 18, 2018 2:14 PM"
9,How many seats are in the Ryman Auditorium?,Yes,M,12,Anonymous,Email Not Captured,"Sep 18, 2018 2:14 PM"
9,How many seats are in the Ryman Auditorium?,Yes,N,99,Rooster,Email Not Captured,"Sep 19, 2018 9:45 PM"
9,How many seats are in the Ryman Auditorium?,Yes,O,11,Anonymous,Email Not Captured,"Sep 19, 2018 9:45 PM"
9,How many seats are in the Ryman Auditorium?,Yes,P,800,Ella,Email Not Captured,"Sep 24, 2018 10:26 PM"
9,How many seats are in the Ryman Auditorium?,No,-,-,MegsIsAwesome,Email Not Captured,-
9,How many seats are in the Ryman Auditorium?,No,-,-,Anonymous,Email Not Captured,-
10,How many pounds does NASA’s “Curiosity” rover weigh?,Yes,A,200,Ella,Email Not Captured,"Sep 24, 2018 10:26 PM"
10,How many pounds does NASA’s “Curiosity” rover weigh?,No,-,-,MegsIsAwesome,Email Not Captured,-
10,How many pounds does NASA’s “Curiosity” rover weigh?,No,-,-,Rooster,Email Not Captured,-
10,How many pounds does NASA’s “Curiosity” rover weigh?,No,-,-,Anonymous,Email Not Captured,-
10,How many pounds does NASA’s “Curiosity” rover weigh?,No,-,-,Anonymous,Email Not Captured,-
10,How many pounds does NASA’s “Curiosity” rover weigh?,No,-,-,Anonymous,Email Not Captured,-
10,How many pounds does NASA’s “Curiosity” rover weigh?,No,-,-,Anonymous,Email Not Captured,-
10,How many pounds does NASA’s “Curiosity” rover weigh?,No,-,-,Anonymous,Email Not Captured,-
10,How many pounds does NASA’s “Curiosity” rover weigh?,No,-,-,Anonymous,Email Not Captured,-
10,How many pounds does NASA’s “Curiosity” rover weigh?,No,-,-,Anonymous,Email Not Captured,-
10,How many pounds does NASA’s “Curiosity” rover weigh?,No,-,-,Anonymous,Email Not Captured,-
10,How many pounds does NASA’s “Curiosity” rover weigh?,No,-,-,Anonymous,Email Not Captured,-
10,How many pounds does NASA’s “Curiosity” rover weigh?,No,-,-,Anonymous,Email Not Captured,-
10,How many pounds does NASA’s “Curiosity” rover weigh?,No,-,-,Anonymous,Email Not Captured,-
10,How many pounds does NASA’s “Curiosity” rover weigh?,No,-,-,Anonymous,Email Not Captured,-
10,How many pounds does NASA’s “Curiosity” rover weigh?,No,-,-,Anonymous,Email Not Captured,-
10,How many pounds does NASA’s “Curiosity” rover weigh?,No,-,-,Anonymous,Email Not Captured,-
10,How many pounds does NASA’s “Curiosity” rover weigh?,No,-,-,Anonymous,Email Not Captured,-
10,How many pounds does NASA’s “Curiosity” rover weigh?,No,-,-,Anonymous,Email Not Captured,-
10,How many pounds does NASA’s “Curiosity” rover weigh?,No,-,-,Anonymous,Email Not Captured,-
10,How many pounds does NASA’s “Curiosity” rover weigh?,No,-,-,Anonymous,Email Not Captured,-
11,What is the average high temperature of Nashville in the month of October?,Yes,A,79,Ella,Email Not Captured,"Sep 24, 2018 10:27 PM"
11,What is the average high temperature of Nashville in the month of October?,No,-,-,MegsIsAwesome,Email Not Captured,-
11,What is the average high temperature of Nashville in the month of October?,No,-,-,Rooster,Email Not Captured,-
11,What is the average high temperature of Nashville in the month of October?,No,-,-,Anonymous,Email Not Captured,-
11,What is the average high temperature of Nashville in the month of October?,No,-,-,Anonymous,Email Not Captured,-
11,What is the average high temperature of Nashville in the month of October?,No,-,-,Anonymous,Email Not Captured,-
11,What is the average high temperature of Nashville in the month of October?,No,-,-,Anonymous,Email Not Captured,-
11,What is the average high temperature of Nashville in the month of October?,No,-,-,Anonymous,Email Not Captured,-
11,What is the average high temperature of Nashville in the month of October?,No,-,-,Anonymous,Email Not Captured,-
11,What is the average high temperature of Nashville in the month of October?,No,-,-,Anonymous,Email Not Captured,-
11,What is the average high temperature of Nashville in the month of October?,No,-,-,Anonymous,Email Not Captured,-
11,What is the average high temperature of Nashville in the month of October?,No,-,-,Anonymous,Email Not Captured,-
11,What is the average high temperature of Nashville in the month of October?,No,-,-,Anonymous,Email Not Captured,-
11,What is the average high temperature of Nashville in the month of October?,No,-,-,Anonymous,Email Not Captured,-
11,What is the average high temperature of Nashville in the month of October?,No,-,-,Anonymous,Email Not Captured,-
11,What is the average high temperature of Nashville in the month of October?,No,-,-,Anonymous,Email Not Captured,-
11,What is the average high temperature of Nashville in the month of October?,No,-,-,Anonymous,Email Not Captured,-
11,What is the average high temperature of Nashville in the month of October?,No,-,-,Anonymous,Email Not Captured,-
11,What is the average high temperature of Nashville in the month of October?,No,-,-,Anonymous,Email Not Captured,-
11,What is the average high temperature of Nashville in the month of October?,No,-,-,Anonymous,Email Not Captured,-
11,What is the average high temperature of Nashville in the month of October?,No,-,-,Anonymous,Email Not Captured,-
12,What year did Johnny Cash perform the live version of Folsom Prison Blues at the prison?,Yes,A,1976,Ella,Email Not Captured,"Sep 24, 2018 10:27 PM"
12,What year did Johnny Cash perform the live version of Folsom Prison Blues at the prison?,No,-,-,MegsIsAwesome,Email Not Captured,-
12,What year did Johnny Cash perform the live version of Folsom Prison Blues at the prison?,No,-,-,Rooster,Email Not Captured,-
12,What year did Johnny Cash perform the live version of Folsom Prison Blues at the prison?,No,-,-,Anonymous,Email Not Captured,-
12,What year did Johnny Cash perform the live version of Folsom Prison Blues at the prison?,No,-,-,Anonymous,Email Not Captured,-
12,What year did Johnny Cash perform the live version of Folsom Prison Blues at the prison?,No,-,-,Anonymous,Email Not Captured,-
12,What year did Johnny Cash perform the live version of Folsom Prison Blues at the prison?,No,-,-,Anonymous,Email Not Captured,-
12,What year did Johnny Cash perform the live version of Folsom Prison Blues at the prison?,No,-,-,Anonymous,Email Not Captured,-
12,What year did Johnny Cash perform the live version of Folsom Prison Blues at the prison?,No,-,-,Anonymous,Email Not Captured,-
12,What year did Johnny Cash perform the live version of Folsom Prison Blues at the prison?,No,-,-,Anonymous,Email Not Captured,-
12,What year did Johnny Cash perform the live version of Folsom Prison Blues at the prison?,No,-,-,Anonymous,Email Not Captured,-
12,What year did Johnny Cash perform the live version of Folsom Prison Blues at the prison?,No,-,-,Anonymous,Email Not Captured,-
12,What year did Johnny Cash perform the live version of Folsom Prison Blues at the prison?,No,-,-,Anonymous,Email Not Captured,-
12,What year did Johnny Cash perform the live version of Folsom Prison Blues at the prison?,No,-,-,Anonymous,Email Not Captured,-
12,What year did Johnny Cash perform the live version of Folsom Prison Blues at the prison?,No,-,-,Anonymous,Email Not Captured,-
12,What year did Johnny Cash perform the live version of Folsom Prison Blues at the prison?,No,-,-,Anonymous,Email Not Captured,-
12,What year did Johnny Cash perform the live version of Folsom Prison Blues at the prison?,No,-,-,Anonymous,Email Not Captured,-
12,What year did Johnny Cash perform the live version of Folsom Prison Blues at the prison?,No,-,-,Anonymous,Email Not Captured,-
12,What year did Johnny Cash perform the live version of Folsom Prison Blues at the prison?,No,-,-,Anonymous,Email Not Captured,-
12,What year did Johnny Cash perform the live version of Folsom Prison Blues at the prison?,No,-,-,Anonymous,Email Not Captured,-
12,What year did Johnny Cash perform the live version of Folsom Prison Blues at the prison?,No,-,-,Anonymous,Email Not Captured,-
